index,decision,reason,site,source_kind,title,url
544,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,비혼을 생각하고 있는 밀토 회원이라면 참고해볼 기사,https://cafe.daum.net/baemilytory/91cd/139881
545,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,수저별 리포트 (퍼온글),https://cafe.daum.net/dotax/Elgq/1225001
546,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,[종로구 창신동]*한성드럼스튜디오* 드럼 레슨 연습실 렌탈 밴드 합주실 (6개월 레슨 프로잭트로 나도 드러머!),https://cafe.daum.net/drdrum/LQw/136419
547,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,[종로구 창신동]*한성드럼스튜디오* 드럼 레슨 연습실 렌탈 밴드 합주실 (6개월 레슨 프로잭트로 나도 드러머!),https://cafe.daum.net/drdrum/LQw/136544
548,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,[종로구 창신동]*한성드럼스튜디오* 드럼 레슨 연습실 렌탈 밴드 합주실 (6개월 레슨 프로잭트로 나도 드러머!),https://cafe.daum.net/drdrum/LQw/136472
549,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,[종로구 창신동]*한성드럼스튜디오* 드럼 레슨 연습실 렌탈 밴드 합주실 (6개월 레슨 프로잭트로 나도 드러머!),https://cafe.daum.net/drdrum/LQw/136523
550,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,[종로구 창신동]*한성드럼스튜디오* 드럼 레슨 연습실 렌탈 밴드 합주실 (6개월 레슨 프로잭트로 나도 드러머!),https://cafe.daum.net/drdrum/LQw/136126
551,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,[종로구 창신동]*한성드럼스튜디오* 드럼 레슨 연습실 렌탈 밴드 합주실 (6개월 레슨 프로잭트로 나도 드러머!),https://cafe.daum.net/drdrum/LQw/136070
552,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,[종로구 창신동]*한성드럼스튜디오* 드럼 레슨 연습실렌탈 밴드 합주실 (6개월 레슨 프로잭트로 나도 드러머!),https://cafe.daum.net/drdrum/LQw/136303
553,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,[종로구 창신동]*한성드럼스튜디오* 드럼 레슨 연습실 렌탈 밴드 합주실 (6개월 레슨 프로잭트로 나도 드러머!),https://cafe.daum.net/drdrum/LQw/136496
554,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,[종로구 창신동]*한성드럼스튜디오* 드럼 레슨 연습실 렌탈 밴드 합주실 (6개월 레슨 프로잭트로 나도 드러머!),https://cafe.daum.net/drdrum/LQw/135841
555,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,[종로구 창신동]*한성드럼스튜디오* 드럼 레슨 연습실 렌탈 밴드 합주실 (6개월 레슨 프로잭트로 나도 드러머!),https://cafe.daum.net/drdrum/LQw/136283
556,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,[종로구 창신동]*한성드럼스튜디오* 드럼 레슨 연습실 렌탈 밴드 합주실 (6개월 레슨 프로잭트로 나도 드러머!),https://cafe.daum.net/drdrum/LQw/135772
557,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,[종로구 창신동]*한성드럼스튜디오* 드럼 레슨 연습실 렌탈 밴드 합주실 (6개월 레슨 프로잭트로 나도 드러머!),https://cafe.daum.net/drdrum/LQw/136110
558,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,[종로구 창신동]*한성드럼스튜디오* 드럼 레슨 연습실 렌탈 밴드 합주실 (6개월 레슨 프로잭트로 나도 드러머!),https://cafe.daum.net/drdrum/LQw/135741
559,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,[종로구 창신동]*한성드럼스튜디오* 드럼 레슨 연습실 렌탈 밴드 합주실 (6개월 레슨 프로잭트로 나도 드러머!),https://cafe.daum.net/drdrum/LQw/136187
560,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,[종로구 창신동]*한성드럼스튜디오* 드럼 레슨 연습실 렌탈 밴드 합주실 (6개월 레슨 프로잭트로 나도 드러머!),https://cafe.daum.net/drdrum/LQw/136385
561,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,[종로구 창신동]*한성드럼스튜디오* 드럼 레슨 연습실 렌탈 밴드 합주실 (6개월 레슨 프로잭트로 나도 드러머!),https://cafe.daum.net/drdrum/LQw/136040
562,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,[종로구 창신동]*한성드럼스튜디오* 드럼 레슨 연습실 렌탈 밴드 합주실 (6개월 레슨 프로잭트로 나도 드러머!),https://cafe.daum.net/drdrum/LQw/136014
563,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,[종로구 창신동]*한성드럼스튜디오* 드럼 레슨 연습실 렌탈 밴드 합주실 (6개월 레슨 프로잭트로 나도 드러머!),https://cafe.daum.net/drdrum/LQw/135801
564,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,[종로구 창신동]*한성드럼스튜디오* 드럼 레슨 연습실 렌탈 밴드 합주실 (6개월 레슨 프로잭트로 나도 드러머!),https://cafe.daum.net/drdrum/LQw/136354
565,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,[종로구 창신동]*한성드럼스튜디오* 드럼 레슨 연습실 렌탈 밴드 합주실 (6개월 레슨 프로잭트로 나도 드러머!),https://cafe.daum.net/drdrum/LQw/135902
566,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,[종로구 창신동]*한성드럼스튜디오* 드럼 레슨 연습실 렌탈 밴드 합주실 (6개월 레슨 프로잭트로 나도 드러머!),https://cafe.daum.net/drdrum/LQw/135865
567,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,[종로구 창신동]*한성드럼스튜디오* 드럼 레슨 연습실 렌탈 밴드 합주실 (6개월 레슨 프로잭트로 나도 드러머!),https://cafe.daum.net/drdrum/LQw/135920
568,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,[종로구 창신동]*한성드럼스튜디오* 드럼 레슨 연습실 렌탈 밴드 합주실 (6개월 레슨 프로잭트로 나도 드러머!),https://cafe.daum.net/drdrum/LQw/135951
569,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,[종로구 창신동]*한성드럼스튜디오* 드럼 레슨 연습실 렌탈 밴드 합주실 (6개월 레슨 프로잭트로 나도 드러머!),https://cafe.daum.net/drdrum/LQw/135678
570,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,[종로구 창신동]*한성드럼스튜디오* 드럼 레슨 연습실 렌탈 밴드 합주실 (6개월 레슨 프로잭트로 나도 드러머!),https://cafe.daum.net/drdrum/LQw/136216
571,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,[종로구 창신동]*한성드럼스튜디오* 드럼 레슨 연습실 렌탈 밴드 합주실 (6개월 레슨 프로잭트로 나도 드러머!),https://cafe.daum.net/drdrum/LQw/135725
572,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,[종로구 창신동]*한성드럼스튜디오* 드럼 레슨 연습실 렌탈 밴드 합주실 (6개월 레슨 프로잭트로 나도 드러머!),https://cafe.daum.net/drdrum/LQw/135975
573,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,[종로구 창신동]*한성드럼스튜디오* 드럼 레슨 연습실 렌탈 밴드 합주실 (6개월 레슨 프로잭트로 나도 드러머!),https://cafe.daum.net/drdrum/LQw/136451
574,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,[종로구 창신동]*한성드럼스튜디오* 드럼 레슨 연습실 렌탈 밴드 합주실 (6개월 레슨 프로잭트로 나도 드러머!),https://cafe.daum.net/drdrum/LQw/136154
575,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,[종로구 창신동]*한성드럼스튜디오* 드럼 레슨 연습실 렌탈 밴드 합주실 (6개월 레슨 프로잭트로 나도 드러머!),https://cafe.daum.net/drdrum/LQw/136250
576,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,[종로구 창신동]*한성드럼스튜디오* 드럼 레슨 연습실 렌탈 밴드 합주실 (6개월 레슨 프로잭트로 나도 드러머!),https://cafe.daum.net/drdrum/LQw/135883
577,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,"고민수거, 고민해결! 신통방통한 '이웃자판기'가 잠수교",https://cafe.daum.net/haidong.pal/Xn8y/3202
578,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,2018년 10월 누리사랑나눔 사진~~,https://cafe.daum.net/nurisarangcafe/IzQp/887
579,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,[종로구 창신동]*한성드럼스튜디오* 드럼 레슨 연습실 렌탈 밴드 합주실 (6개월 레슨 프로잭트로 나도 드러머!),https://cafe.daum.net/drdrum/LQw/135602
580,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,[종로구 창신동]*한성드럼스튜디오* 드럼 레슨 연습실 렌탈 밴드 합주실 (6개월 레슨 프로잭트로 나도 드러머!),https://cafe.daum.net/drdrum/LQw/135580
581,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,[종로구 창신동]*한성드럼스튜디오* 드럼 레슨 연습실 렌탈 밴드 합주실 (6개월 레슨 프로잭트로 나도 드러머!),https://cafe.daum.net/drdrum/LQw/135526
582,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,[종로구 창신동]*한성드럼스튜디오* 드럼 레슨 연습실 렌탈 밴드 합주실 (6개월 레슨 프로잭트로 나도 드러머!),https://cafe.daum.net/drdrum/LQw/135593
583,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,[종로구 창신동]*한성드럼스튜디오* 드럼 레슨 연습실 렌탈 밴드 합주실 (6개월 레슨 프로잭트로 나도 드러머!),https://cafe.daum.net/drdrum/LQw/135640
584,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,[종로구 창신동]*한성드럼스튜디오* 드럼 레슨 연습실 렌탈 밴드 합주실 (6개월 레슨 프로잭트로 나도 드러머!),https://cafe.daum.net/drdrum/LQw/135559
585,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,[종로구 창신동]*한성드럼스튜디오* 드럼 레슨 연습실 렌탈 밴드 합주실 (6개월 레슨 프로잭트로 나도 드러머!),https://cafe.daum.net/drdrum/LQw/135618
586,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,[종로구 창신동]*한성드럼스튜디오* 드럼 레슨 연습실 렌탈 밴드 합주실 (6개월 레슨 프로잭트로 나도 드러머!),https://cafe.daum.net/drdrum/LQw/135518
587,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,[종로구 창신동]*한성드럼스튜디오* 드럼 레슨 연습실 렌탈 밴드 합주실 (6개월 레슨 프로잭트로 나도 드러머!),https://cafe.daum.net/drdrum/LQw/135657
588,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,[종로구 창신동]*한성드럼스튜디오* 드럼 레슨 연습실 렌탈 밴드 합주실 (6개월 레슨 프로잭트로 나도 드러머!),https://cafe.daum.net/drdrum/LQw/135501
589,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,[종로구 창신동]*한성드럼스튜디오* 드럼 레슨 연습실 렌탈 밴드 합주실 (6개월 레슨 프로잭트로 나도 드러머!),https://cafe.daum.net/drdrum/LQw/135535
590,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,37대 운영진 회계감사 결과,https://cafe.daum.net/swingfever/16qF/720
591,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,외로움이 돈이 되는 시대,https://cafe.daum.net/woouwoou2021/XH9d/60504
592,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,2023.06 수라댄 운영진 현황,https://cafe.daum.net/dk2094/RK33/8
593,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,[종로구 창신동]*한성드럼스튜디오* 드럼 레슨 연습실 렌탈 밴드 합주실 (6개월 레슨 프로잭트로 나도 드러머!),https://cafe.daum.net/drdrum/LQw/135477
594,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,[종로구 창신동]*한성드럼스튜디오* 드럼 레슨 연습실렌탈 밴드 합주실 (6개월 레슨 프로잭트로 나도 드러머!),https://cafe.daum.net/drdrum/LQw/135469
595,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,[종로구 창신동]*한성드럼스튜디오* 드럼 레슨 연습실렌탈 밴드 합주실 (6개월 레슨 프로잭트로 나도 밴드 드러머!),https://cafe.daum.net/drdrum/LQw/135456
596,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,싱글분들 요즘 어떻게 지내세요?,https://cafe.daum.net/mmnix/Edty/4335
597,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,9월 위더스 볼링모임 행사및 전달사항 ~,https://cafe.daum.net/3040withus/Qf8j/634
598,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,상계동 피아노&악기&연습실대여로 유명한 교습소 팝니다 600/60/1500,https://cafe.daum.net/pianolf/1do/17847
599,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,제1회 우리들이 만드는 캘리그라피 회원전 '안녕전',https://cafe.daum.net/gongjeon21c/XPfO/949
600,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,두근두근 왕초보온라인독서모임리더들을 위한 모임 1기 마쳤어요~~,https://cafe.daum.net/wfwijs/Es50/62
601,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,[중국어회화][종로/회기]中韩语言交流会！중국인과 함께 하는 중국어 회화!!|◐,https://cafe.daum.net/zhaolaoshi/8lI4/1849
602,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,"게임에서 여미새, 여왕벌 문제 나오는건 성비가 맞을 수가 없기 때문 같음 ㅋㅋㅋㅋ",https://cafe.daum.net/dotax/D8UA/5168534
603,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,"FC독사] 강동,송파,광진,강남,서초,하남,성남 전지역 일요일 팀원 모집!",https://cafe.daum.net/skfootball/IxUf/96151
604,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,30대는 여자 어케만나죠?,https://cafe.daum.net/ASMONACOFC/g0oX/2124786
605,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,"FC독사] 강동,송파,광진,강남,서초,하남,성남 전지역 일요일 팀원 모집!",https://cafe.daum.net/skfootball/IxUf/95967
606,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,2014.10.01(수) 볼링공지,https://cafe.daum.net/isan123/NCnp/64
607,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,84기 하나입니다~*^^*,https://cafe.daum.net/4446/QtIo/8460
608,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,지터벅 12기를 마무리 하며 후기 남겨요,https://cafe.daum.net/Lindyhopscool/3iCi/368
609,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,대한민국 테니스계의 앞날은...(2편),https://cafe.daum.net/dhtennis7330/dgmb/77
610,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,[시청] 초보 영어회화스터디 비글리쉬!,https://cafe.daum.net/breakjob/BNc/482550
611,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,🧑🏻‍🎨대전 그림 모임 [차차 드로우] 모집해요! 초보자도 할 수 있다!,https://cafe.daum.net/vmffotl/D8KE/120312
612,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,지터벅 10기 후기 입니다!,https://cafe.daum.net/Lindyhopscool/3iCi/181
613,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,몇 가지 말씀을 드리려 합니다.,https://cafe.daum.net/sharesaeron/hBuf/74
614,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,🧑🏻‍🎨대전 그림 모임 [차차 드로우] 모집해요! 초보자도 할 수 있다!,https://cafe.daum.net/account2000/4Meq/4404
615,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,[모집중] 돈 버는 독서모임 함께 하실래요?,https://cafe.daum.net/wfwijs/AVeS/1300
616,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,진실탁과 나그네탁의 2차 교류전 이야기,https://cafe.daum.net/bbabbabbatakgu/puPs/3
617,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,방학 며칠 안 됐는데 벌써 심심하네요ㅠㅠ 모이실래요?,https://cafe.daum.net/educationstudy/CMKL/194281
618,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,"(마감)홍대입구, 합정 초등교사 보드게임 모임 회원 모집합니다~",https://cafe.daum.net/educationstudy/CMKL/223914
619,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,당신의 취미는 안녕하신가요?,https://cafe.daum.net/kys1005/4B2H/36308
620,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,탁구모임을 운영하다보면 생기는 갖가지 일들,https://cafe.daum.net/toktak/HZKS/6057
621,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,홍대 교사 보드게임 모임 모집합니다~,https://cafe.daum.net/teacherexam/5yG5/59662
622,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,홍대/합정 독서모임 같이하실 분 모집합니다.,https://cafe.daum.net/teacherexam/5yG5/85264
623,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,🧑🏻‍🎨대전 그림 모임 [차차 드로우] 모집해요! 생초보자 환영합니다~,https://cafe.daum.net/vmffotl/D8KE/120281
624,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,🧑🏻‍🎨대전 그림 모임 [차차 드로우] 모집해요! 생초보자 환영합니다~,https://cafe.daum.net/account2000/4Meq/4403
625,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,■서울강남■미드를 활용영어훈련&원어민회화 스터디■소개사진첨부■,https://cafe.daum.net/breakjob/BNc/448696
626,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,■서울강남■미드를 활용영어훈련&원어민회화 스터디■소개사진첨부■,https://cafe.daum.net/breakjob/BNc/448846
627,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,어쩌다보니 삼십대 중반,https://cafe.daum.net/teacherexam/5lBg/121266
628,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,🧑🏻‍🎨대전 그림 모임 [차차 드로우] 모집해요! 초보자도 할 수 있다!,https://cafe.daum.net/tjmatzip/Gaz/10895
629,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,"홍대입구, 합정 교사 보드게임 모임 모집합니다~ 놀러 오세요~",https://cafe.daum.net/educationstudy/CMKL/234769
630,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,몇가지 전달사항이 있어 올립니다 ~,https://cafe.daum.net/3040withus/Qf8j/652
631,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,2021년 1월~3월 SDA 운영방침 안내드립니다,https://cafe.daum.net/sdamu/1nCx/816
632,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,서울 서부권 초등교사 보드게임 동호회 회원 모집합니다~,https://cafe.daum.net/educationstudy/CMKL/215941
633,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,106기 초급 개강했습니다~~~,https://cafe.daum.net/latinboston/LlzO/25488
634,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,홍대 합정 초등교사 보드게임 모임 회원 모집 중! 어서 오세요~ ^^,https://cafe.daum.net/educationstudy/CMKL/223878
635,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,2016. 10. 09 나라사랑 월례회,https://cafe.daum.net/inyec/kGsQ/92
636,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,기도의 해 사목자료 요약본 (주교회의),https://cafe.daum.net/ujangsanorg/fNvg/42
637,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,★2030강탁 리그전 8월 25일 토요일 2시★,https://cafe.daum.net/hhtabletennis/Edv5/2568
638,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,"홍대입구, 합정 초등교사 보드게임 모임 회원 모집합니다~",https://cafe.daum.net/educationstudy/CMKL/219554
639,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,★ 아샤벨리 벨리작품반(초급/중급)+평일복습반 ★ 홍대 벨리댄스 5월 시작!!,https://cafe.daum.net/osalsa/MSyb/1053
640,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,홍대 교사 보드게임 모임 모집합니다~ 놀러 오세요~,https://cafe.daum.net/teacherexam/5yG5/59335
641,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,홍대 교사 보드게임 모임 회원 모집합니다~,https://cafe.daum.net/teacherexam/5yG5/59451
642,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,홍대/종로3가 위주로 활동하는 교사 보드게임 모임 하실 분 모집합니다~,https://cafe.daum.net/teacherexam/5yG5/84291
643,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,"홍대, 합정 교사 보드게임 모임 모집합니다~ 오세요~",https://cafe.daum.net/teacherexam/5yG5/59064
644,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,홍대 교사 보드게임 모임 홍보합니다~,https://cafe.daum.net/teacherexam/5yG5/61232
645,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,■서울강남■미드를 활용영어훈련&원어민회화 스터디■소개사진첨부■,https://cafe.daum.net/breakjob/BNc/448626
646,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,■서울강남■미드를 활용영어훈련&원어민회화 스터디■소개사진첨부■,https://cafe.daum.net/breakjob/BNc/448469
647,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,■서울강남■미드를 활용영어훈련&원어민회화 스터디■소개사진첨부■,https://cafe.daum.net/breakjob/BNc/448649
648,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,■서울강남■미드를 활용영어훈련&원어민회화 스터디■소개사진첨부■,https://cafe.daum.net/breakjob/BNc/448532
649,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,■서울강남■미드를 활용영어훈련&원어민회화 스터디■소개사진첨부■,https://cafe.daum.net/breakjob/BNc/448524
650,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,서울 홍대/종로3가에서 활동하는 교사 보드게임 모임 모집합니다.,https://cafe.daum.net/teacherexam/5yG5/81341
651,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,◆ 2018년 9월 운영진회의 결과보고 ◆,https://cafe.daum.net/gloriousdays/ae6q/106
652,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,★ 아샤벨리 벨리작품반(초급/중급)+평일복습반 ★ 홍대 벨리댄스 5월 시작!!,https://cafe.daum.net/bellysesang/KClj/351
653,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,■서울강남■미드를 활용한 문장훈련 영어회화 스터디■소개사진첨부■,https://cafe.daum.net/breakjob/BNc/445300
654,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,■서울강남■미드를 활용한 문장훈련 영어회화 스터디■소개사진첨부■,https://cafe.daum.net/breakjob/BNc/445425
655,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,■서울강남■미드를 활용한 문장훈련 영어회화 스터디■소개사진첨부■,https://cafe.daum.net/breakjob/BNc/447724
656,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,■서울강남■미드를 활용한 문장훈련 영어회화 스터디■소개사진첨부■,https://cafe.daum.net/breakjob/BNc/446080
657,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,■서울강남■미드를 활용한 문장훈련 영어회화 스터디■소개사진첨부■,https://cafe.daum.net/breakjob/BNc/447060
658,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,■서울강남■미드를 활용한 문장훈련 영어회화 스터디■소개사진첨부■,https://cafe.daum.net/breakjob/BNc/447412
659,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,■서울강남■미드를 활용한 문장훈련 영어회화 스터디■소개사진첨부■,https://cafe.daum.net/breakjob/BNc/445070
660,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,■서울강남■미드를 활용한 문장훈련 영어회화 스터디■소개사진첨부■,https://cafe.daum.net/breakjob/BNc/446858
661,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,■서울강남■미드를 활용한 문장훈련 영어회화 스터디■소개사진첨부■,https://cafe.daum.net/breakjob/BNc/447704
662,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,■서울강남■미드를 활용한 문장훈련 영어회화 스터디■소개사진첨부■,https://cafe.daum.net/breakjob/BNc/445953
663,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,■서울강남■미드를 활용한 문장훈련 영어회화 스터디■소개사진첨부■,https://cafe.daum.net/breakjob/BNc/445838
664,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,■서울강남■미드를 활용한 문장훈련 영어회화 스터디■소개사진첨부■,https://cafe.daum.net/breakjob/BNc/445189
665,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,■서울강남■미드를 활용한 문장훈련 영어회화 스터디■소개사진첨부■,https://cafe.daum.net/breakjob/BNc/446648
666,noise,R01_REVIEWED_NOT_ABOUT_SOMOIM_APP,daum,search_preview,■서울강남■미드를 활용한 문장훈련 영어회화 스터디■소개사진첨부■,https://cafe.daum.net/breakjob/BNc/446493
